type,middle_layers,learning_rate,weight_decay,momentum
Relu,500,0.01,0.0001,0.9
iter_counter,loss_list,acc_list
50,0.0456,0.1048
100,0.045,0.1148
150,0.0449,0.115
200,0.0448,0.1298
250,0.0447,0.2112
300,0.0445,0.1854
350,0.0441,0.2302
400,0.0435,0.2926
450,0.0423,0.3434
500,0.0407,0.3812
550,0.0388,0.3816
600,0.0368,0.414
50,0.0352,0.4898
100,0.0341,0.5036
150,0.0333,0.5322
200,0.032,0.5598
250,0.031,0.5828
300,0.0302,0.5956
350,0.0292,0.6148
400,0.0286,0.6308
450,0.0276,0.6636
500,0.0267,0.6648
550,0.0256,0.7042
600,0.0247,0.7158
50,0.0236,0.7408
100,0.0228,0.749
150,0.0219,0.7608
200,0.0209,0.7812
250,0.0205,0.787
300,0.0191,0.8036
350,0.0191,0.8152
400,0.0185,0.8158
450,0.0181,0.8214
500,0.0177,0.8372
550,0.0174,0.836
600,0.0169,0.8412
50,0.0166,0.8544
100,0.0161,0.8594
150,0.0158,0.8646
200,0.0153,0.8738
250,0.0153,0.8714
300,0.0151,0.8724
350,0.0147,0.8664
400,0.0145,0.8758
450,0.0142,0.8816
500,0.0134,0.8874
550,0.0136,0.8868
600,0.0134,0.8878
50,0.013,0.891
100,0.0128,0.888
150,0.0127,0.8936
200,0.0125,0.8896
250,0.0126,0.8932
300,0.0125,0.8892
350,0.0122,0.8958
400,0.012,0.894
450,0.012,0.8992
500,0.0118,0.8972
550,0.0121,0.8892
600,0.0122,0.8868
50,0.0116,0.8958
100,0.0112,0.9016
150,0.0111,0.9038
200,0.012,0.8854
250,0.011,0.9012
300,0.0111,0.9012
350,0.0113,0.8972
400,0.0114,0.8942
450,0.0109,0.9062
500,0.011,0.9
550,0.0112,0.8964
600,0.0117,0.8956
50,0.0108,0.905
100,0.0107,0.9026
150,0.0108,0.904
200,0.0107,0.9072
250,0.011,0.8964
300,0.0109,0.9036
350,0.0106,0.9038
400,0.0107,0.9034
450,0.0105,0.906
500,0.0103,0.9066
550,0.0104,0.9036
600,0.0105,0.9024
50,0.0105,0.9036
100,0.01,0.9142
150,0.01,0.9108
200,0.0101,0.9084
250,0.0103,0.9072
300,0.0103,0.8988
350,0.0102,0.9092
400,0.01,0.9098
450,0.0101,0.9038
500,0.01,0.9064
550,0.0101,0.902
600,0.01,0.908
50,0.01,0.913
100,0.01,0.9078
150,0.0103,0.9038
200,0.0095,0.9138
250,0.0098,0.911
300,0.01,0.9012
350,0.01,0.9032
400,0.0096,0.912
450,0.0097,0.914
500,0.0097,0.9136
550,0.0096,0.9086
600,0.0094,0.9146
50,0.0096,0.909
100,0.0094,0.9144
150,0.0098,0.9112
200,0.0093,0.9164
250,0.0094,0.9116
300,0.0096,0.9096
350,0.0092,0.9214
400,0.0096,0.9092
450,0.0095,0.9124
500,0.0094,0.9136
550,0.0094,0.914
600,0.0092,0.9172
50,0.0089,0.9198
100,0.0095,0.91
150,0.0092,0.9194
200,0.009,0.9204
250,0.0092,0.9188
300,0.0094,0.9116
350,0.0092,0.9192
400,0.0094,0.9114
450,0.0092,0.9154
500,0.0094,0.9122
550,0.0089,0.9174
600,0.0093,0.9098
50,0.0093,0.913
100,0.0092,0.9156
150,0.0089,0.9212
200,0.0092,0.9148
250,0.0089,0.9174
300,0.0088,0.9238
350,0.009,0.9202
400,0.0088,0.9192
450,0.0087,0.9194
500,0.0093,0.9174
550,0.0086,0.9218
600,0.0094,0.91
50,0.0086,0.9204
100,0.0088,0.9182
150,0.0088,0.9196
200,0.0088,0.9198
250,0.0087,0.919
300,0.0087,0.916
350,0.0088,0.9222
400,0.0087,0.9208
450,0.0091,0.9136
500,0.0089,0.9182
550,0.0087,0.9166
600,0.0086,0.9242
50,0.0086,0.9212
100,0.0084,0.9244
150,0.0089,0.9118
200,0.0084,0.9252
250,0.0085,0.9246
300,0.0085,0.9282
350,0.0086,0.9204
400,0.0086,0.9202
450,0.0087,0.9196
500,0.0085,0.9218
550,0.0088,0.9176
600,0.0086,0.9192
50,0.0082,0.9252
100,0.0086,0.9226
150,0.0083,0.9282
200,0.0086,0.9224
250,0.0084,0.9266
300,0.0086,0.9222
350,0.0088,0.9186
400,0.0082,0.9262
450,0.0085,0.9204
500,0.0083,0.9228
550,0.0086,0.9196
600,0.0079,0.9288
50,0.0085,0.9204
100,0.0083,0.9256
150,0.0081,0.9232
200,0.0084,0.9238
250,0.0081,0.9302
300,0.0086,0.9194
350,0.0084,0.9256
400,0.0082,0.9282
450,0.0081,0.9264
500,0.0082,0.9248
550,0.008,0.9246
600,0.0081,0.9284
50,0.0079,0.9294
100,0.008,0.9272
150,0.008,0.9278
200,0.0079,0.928
250,0.0081,0.9294
300,0.0082,0.9248
350,0.008,0.9288
400,0.0082,0.9268
450,0.0079,0.9288
500,0.0083,0.9272
550,0.008,0.9316
600,0.008,0.9246
50,0.0079,0.9302
100,0.0079,0.9316
150,0.008,0.9252
200,0.0079,0.9312
250,0.0078,0.9306
300,0.0079,0.9294
350,0.0079,0.9256
400,0.0076,0.9342
450,0.0077,0.9314
500,0.008,0.9264
550,0.0083,0.9256
600,0.008,0.9298
50,0.0077,0.9328
100,0.0078,0.9322
150,0.0077,0.934
200,0.0079,0.9286
250,0.0078,0.9262
300,0.0077,0.9294
350,0.0079,0.9308
400,0.0074,0.9326
450,0.0077,0.9342
500,0.0079,0.9294
550,0.008,0.9258
600,0.0079,0.9266
50,0.0074,0.938
