type,middle_layers,learning_rate,weight_decay,momentum
Relu,1000,0.008,0.001,0.9
iter_counter,loss_list,acc_list
50,0.0359,0.566
100,0.0246,0.7886
150,0.0216,0.8288
200,0.0193,0.854
250,0.0175,0.863
300,0.0163,0.8744
350,0.0152,0.8806
400,0.0135,0.897
450,0.0129,0.8984
500,0.0124,0.9012
550,0.0115,0.9076
600,0.0114,0.9064
50,0.0107,0.9148
100,0.0105,0.9128
150,0.0102,0.9244
200,0.0103,0.9134
250,0.0098,0.921
300,0.0096,0.925
350,0.0093,0.929
400,0.0092,0.9282
450,0.0091,0.9302
500,0.009,0.9322
550,0.0085,0.9346
600,0.0085,0.9362
50,0.0083,0.9414
100,0.0082,0.9368
150,0.0082,0.9384
200,0.0082,0.9334
250,0.0081,0.9418
300,0.0083,0.9344
350,0.0078,0.9384
400,0.0077,0.943
450,0.0074,0.945
500,0.0076,0.945
550,0.0071,0.9534
600,0.0073,0.9454
50,0.0073,0.947
100,0.0071,0.9476
150,0.0073,0.9494
200,0.007,0.952
250,0.0072,0.9472
300,0.0068,0.9502
350,0.007,0.9478
400,0.007,0.9482
450,0.0068,0.9524
500,0.0068,0.9546
550,0.0067,0.9528
600,0.0065,0.96
50,0.0068,0.9526
100,0.0067,0.9554
150,0.0065,0.9574
200,0.0065,0.9528
250,0.0063,0.9562
300,0.0063,0.959
350,0.0064,0.9546
400,0.0066,0.952
450,0.0062,0.9596
500,0.006,0.9626
550,0.0061,0.9624
600,0.0061,0.9634
50,0.0061,0.9618
100,0.0061,0.959
150,0.0061,0.9576
200,0.0059,0.9628
250,0.0062,0.9598
300,0.0058,0.965
350,0.0058,0.9586
400,0.0058,0.962
450,0.0058,0.9604
500,0.0058,0.9618
550,0.006,0.9612
600,0.006,0.962
50,0.0058,0.9636
100,0.0055,0.966
150,0.0056,0.9654
200,0.0059,0.9602
250,0.0057,0.961
300,0.0054,0.967
350,0.0058,0.9626
400,0.0054,0.9682
450,0.0057,0.9642
500,0.0053,0.9688
550,0.0055,0.9668
600,0.0057,0.9596
50,0.0054,0.9672
100,0.0055,0.963
150,0.0054,0.9696
200,0.0056,0.9636
250,0.0055,0.9646
300,0.0053,0.9646
350,0.0053,0.9666
400,0.0053,0.969
450,0.0053,0.9706
500,0.0051,0.9722
550,0.0052,0.9652
600,0.0051,0.9694
50,0.0052,0.9664
100,0.005,0.9706
150,0.0054,0.9654
200,0.0052,0.9696
250,0.005,0.9684
300,0.0052,0.9662
350,0.0051,0.9692
400,0.0052,0.9688
450,0.005,0.9706
500,0.0053,0.9668
550,0.0049,0.9718
600,0.005,0.9712
50,0.0047,0.9724
100,0.0051,0.9714
150,0.005,0.9698
200,0.005,0.9724
250,0.0048,0.97
300,0.0049,0.9688
350,0.0049,0.9686
400,0.0051,0.9674
450,0.0049,0.9706
500,0.0049,0.97
550,0.0049,0.9712
600,0.005,0.97
