type,middle_layers,learning_rate,weight_decay,momentum
Relu,1000,0.008,0.0,0.9
iter_counter,loss_list,acc_list
50,0.0359,0.5636
100,0.0247,0.7832
150,0.0208,0.8458
200,0.0192,0.855
250,0.0178,0.865
300,0.016,0.8824
350,0.015,0.889
400,0.0143,0.8864
450,0.0133,0.894
500,0.0121,0.906
550,0.0116,0.9064
600,0.0114,0.9088
50,0.0108,0.9158
100,0.0105,0.9174
150,0.0101,0.9192
200,0.0096,0.9238
250,0.0097,0.9246
300,0.0093,0.9294
350,0.0089,0.9296
400,0.0089,0.9312
450,0.0088,0.9368
500,0.0086,0.9366
550,0.0086,0.9356
600,0.0085,0.9352
50,0.008,0.9398
100,0.0081,0.9392
150,0.008,0.944
200,0.0078,0.9452
250,0.0076,0.9442
300,0.0076,0.945
350,0.0077,0.942
400,0.0073,0.9456
450,0.0072,0.9514
500,0.0074,0.9478
550,0.0071,0.9512
600,0.0074,0.9458
50,0.0071,0.9488
100,0.0069,0.9526
150,0.0066,0.9568
200,0.007,0.9512
250,0.007,0.9536
300,0.0065,0.959
350,0.0065,0.9562
400,0.0067,0.9516
450,0.0066,0.9532
500,0.0063,0.9572
550,0.0064,0.9548
600,0.0065,0.9566
50,0.006,0.9628
100,0.0063,0.9582
150,0.0061,0.9612
200,0.0061,0.9602
250,0.0064,0.9552
300,0.0059,0.9618
350,0.006,0.9612
400,0.006,0.9596
450,0.0059,0.9598
500,0.006,0.9618
550,0.0059,0.9574
600,0.0056,0.9686
50,0.0057,0.9598
100,0.0059,0.96
150,0.0056,0.9702
200,0.0056,0.9684
250,0.0058,0.9646
300,0.0055,0.9652
350,0.0054,0.9682
400,0.0053,0.9666
450,0.0056,0.9622
500,0.0056,0.9644
550,0.0056,0.9636
600,0.0052,0.9694
50,0.0054,0.9678
100,0.0054,0.967
150,0.0053,0.9704
200,0.0055,0.9632
250,0.0052,0.9678
300,0.0048,0.9736
350,0.0052,0.9698
400,0.0054,0.9652
450,0.0051,0.9682
500,0.0052,0.9694
550,0.005,0.9724
600,0.0051,0.9714
50,0.0051,0.9716
100,0.0051,0.9692
150,0.005,0.9724
200,0.0049,0.9728
250,0.005,0.9694
300,0.0049,0.97
350,0.0047,0.975
400,0.005,0.9664
450,0.0048,0.9726
500,0.0049,0.971
550,0.0046,0.9716
600,0.0049,0.9696
50,0.0047,0.9738
100,0.0048,0.9712
150,0.0046,0.973
200,0.0044,0.9752
250,0.0046,0.9764
300,0.0048,0.9746
350,0.0047,0.9706
400,0.0048,0.9704
450,0.0045,0.972
500,0.0047,0.9762
550,0.0047,0.9756
600,0.0047,0.9724
