type,middle_layers,learning_rate,weight_decay,momentum
Relu,500,0.008,0.0001,0.9
iter_counter,loss_list,acc_list
50,0.0459,0.1564
100,0.0443,0.298
150,0.0429,0.482
200,0.0392,0.5092
250,0.0339,0.5768
300,0.03,0.6494
350,0.0272,0.7162
400,0.0243,0.7528
450,0.0228,0.7472
500,0.0208,0.7792
550,0.0195,0.793
600,0.018,0.8326
50,0.017,0.8472
100,0.0156,0.8724
150,0.0146,0.8802
200,0.0143,0.8814
250,0.0134,0.8922
300,0.0127,0.8888
350,0.0122,0.89
400,0.0111,0.9046
450,0.011,0.9034
500,0.0108,0.9022
550,0.0102,0.908
600,0.0096,0.9152
50,0.0098,0.9084
100,0.0097,0.9072
150,0.0093,0.912
200,0.0091,0.9196
250,0.0088,0.9226
300,0.0086,0.9176
350,0.0085,0.9192
400,0.0083,0.9226
450,0.0082,0.9258
500,0.0079,0.9282
550,0.0077,0.9288
600,0.0079,0.927
50,0.0075,0.933
100,0.0077,0.9276
150,0.0073,0.9318
200,0.0072,0.932
250,0.0068,0.941
300,0.0072,0.933
350,0.0069,0.9322
400,0.0066,0.9432
450,0.0066,0.9394
500,0.0062,0.9436
550,0.0063,0.9458
600,0.0067,0.9388
50,0.0065,0.941
100,0.0061,0.9464
150,0.0062,0.9426
200,0.0063,0.942
250,0.006,0.949
300,0.0056,0.9508
350,0.0057,0.9474
400,0.0058,0.9458
450,0.0055,0.9514
500,0.0053,0.9522
550,0.0055,0.95
600,0.0054,0.951
50,0.0052,0.9562
100,0.0051,0.9562
150,0.0052,0.9542
200,0.0053,0.951
250,0.005,0.954
300,0.0054,0.9512
350,0.0052,0.951
400,0.005,0.9526
450,0.005,0.9566
500,0.0048,0.959
550,0.0046,0.96
600,0.0048,0.9568
50,0.0049,0.9572
100,0.0043,0.9622
150,0.0046,0.9626
200,0.0045,0.961
250,0.0045,0.9574
300,0.0045,0.9608
350,0.0043,0.9598
400,0.0043,0.961
450,0.0042,0.966
500,0.0046,0.9594
550,0.0043,0.9612
600,0.0043,0.9624
50,0.0042,0.96
100,0.0039,0.9688
150,0.0038,0.9688
200,0.0042,0.962
250,0.0041,0.962
300,0.0039,0.9658
350,0.0039,0.965
400,0.0039,0.966
450,0.0039,0.9662
500,0.004,0.9632
550,0.0039,0.9704
600,0.0042,0.9636
50,0.0036,0.9696
100,0.0036,0.9686
150,0.0037,0.9684
200,0.0037,0.967
250,0.0037,0.9658
300,0.0035,0.9732
350,0.0037,0.9688
400,0.0034,0.9732
450,0.0036,0.9676
500,0.0036,0.9702
550,0.0037,0.9666
600,0.0035,0.9706
50,0.0036,0.9668
100,0.0034,0.9702
150,0.0035,0.972
200,0.0034,0.973
250,0.0035,0.97
300,0.0033,0.973
350,0.0031,0.9758
400,0.0034,0.9726
450,0.0035,0.9688
500,0.0033,0.972
550,0.0032,0.9748
