type,middle_layers,learning_rate,weight_decay,momentum
Relu,400,0.02,0.0001,0.9
iter_counter,loss_list,acc_list
50,0.0534,0.1262
100,0.0415,0.3456
150,0.032,0.6206
200,0.0281,0.7252
250,0.0264,0.7508
300,0.0258,0.77
350,0.0247,0.78
400,0.0237,0.802
450,0.0229,0.8232
500,0.0229,0.82
550,0.0231,0.8116
600,0.0218,0.8386
50,0.0219,0.841
100,0.0221,0.8366
150,0.0218,0.8442
200,0.0214,0.8404
250,0.0222,0.836
300,0.0215,0.8392
350,0.021,0.8526
400,0.0215,0.832
450,0.0206,0.8482
500,0.0213,0.8394
550,0.0201,0.851
600,0.02,0.8588
50,0.0198,0.8546
100,0.0198,0.8604
150,0.0191,0.8644
200,0.0194,0.857
250,0.0199,0.847
300,0.019,0.8584
350,0.0186,0.86
400,0.0183,0.8646
450,0.0183,0.8618
500,0.0181,0.8638
550,0.0175,0.8752
600,0.0169,0.8758
50,0.0166,0.876
100,0.0163,0.88
150,0.0162,0.8828
200,0.016,0.8842
250,0.0157,0.8788
300,0.0155,0.8818
350,0.0153,0.8838
400,0.0146,0.8908
450,0.015,0.8862
500,0.0145,0.8852
550,0.0143,0.8934
600,0.0141,0.8924
50,0.0137,0.8926
100,0.0135,0.9008
150,0.0132,0.8952
200,0.0132,0.8956
250,0.0125,0.9036
300,0.0127,0.8984
350,0.0126,0.899
400,0.0124,0.903
450,0.0124,0.8984
500,0.0121,0.902
550,0.0117,0.9074
600,0.012,0.897
50,0.0117,0.9042
100,0.0118,0.9034
150,0.0116,0.9024
200,0.0113,0.9058
250,0.0109,0.91
300,0.0115,0.9042
350,0.0111,0.9102
400,0.0113,0.9062
450,0.0103,0.9224
500,0.0107,0.9114
550,0.0106,0.9098
600,0.0107,0.9068
50,0.0104,0.9148
100,0.0104,0.9126
150,0.0105,0.91
200,0.0101,0.9144
250,0.0105,0.9128
300,0.0105,0.9078
350,0.01,0.9186
400,0.01,0.9146
450,0.0102,0.9136
500,0.0101,0.915
550,0.0101,0.9116
600,0.0099,0.9146
50,0.0099,0.914
100,0.0096,0.9148
150,0.0097,0.9174
200,0.0098,0.9208
250,0.01,0.9108
300,0.0097,0.919
350,0.0096,0.9166
400,0.0094,0.9198
450,0.0094,0.9146
500,0.0094,0.916
