type,middle_layers,learning_rate,weight_decay,momentum
Relu,400,0.01,0.0001,0.9
iter_counter,loss_list,acc_list
50,0.0474,0.1296
100,0.0428,0.2686
150,0.039,0.4108
200,0.0351,0.534
250,0.0323,0.641
300,0.0295,0.697
350,0.0274,0.7412
400,0.0268,0.7394
450,0.0251,0.7832
500,0.0247,0.7784
550,0.0249,0.7862
600,0.0244,0.7958
50,0.0241,0.8048
100,0.023,0.8186
150,0.0239,0.8076
200,0.0222,0.8412
250,0.0221,0.8394
300,0.0227,0.8204
350,0.0226,0.8248
400,0.022,0.831
450,0.0219,0.8368
500,0.0221,0.8354
550,0.0227,0.8274
600,0.0219,0.8394
50,0.0215,0.8384
100,0.022,0.832
150,0.0219,0.8308
200,0.022,0.829
250,0.0213,0.845
300,0.0213,0.8526
350,0.0216,0.8392
400,0.0211,0.8486
450,0.0211,0.8472
500,0.0209,0.8502
550,0.021,0.8504
600,0.0214,0.839
50,0.0212,0.844
100,0.0206,0.8512
150,0.0207,0.8506
200,0.021,0.8498
250,0.0207,0.8512
300,0.0207,0.8478
350,0.0205,0.8438
400,0.0205,0.8534
450,0.0207,0.8402
500,0.0211,0.8418
550,0.0207,0.8428
600,0.0209,0.842
50,0.0205,0.8488
100,0.0203,0.8518
150,0.0206,0.8514
200,0.0203,0.8532
250,0.0201,0.8528
300,0.0204,0.8516
350,0.0198,0.8586
400,0.0205,0.845
450,0.0197,0.862
500,0.02,0.8512
550,0.0196,0.8578
600,0.02,0.8566
50,0.0199,0.8614
100,0.0195,0.8524
150,0.0196,0.8542
200,0.0191,0.8612
250,0.0198,0.8496
300,0.0189,0.8652
350,0.0188,0.8636
400,0.0191,0.8578
450,0.0188,0.8636
500,0.0188,0.8608
550,0.0188,0.8574
600,0.0189,0.8592
50,0.0183,0.8694
100,0.0184,0.863
150,0.0183,0.8672
200,0.0182,0.8592
250,0.0184,0.86
300,0.0178,0.8774
350,0.0182,0.8642
400,0.0181,0.8652
450,0.0177,0.871
500,0.0173,0.8758
550,0.0178,0.859
600,0.0175,0.8718
50,0.0174,0.8704
100,0.017,0.8782
150,0.017,0.8756
200,0.0169,0.8746
250,0.0169,0.8792
300,0.0167,0.8718
350,0.017,0.8688
400,0.0161,0.8802
450,0.0162,0.8784
500,0.0166,0.8768
550,0.0162,0.8742
600,0.0161,0.8776
50,0.0159,0.8832
100,0.0158,0.8778
150,0.0157,0.8808
200,0.0153,0.8862
250,0.0156,0.885
300,0.0153,0.8826
350,0.0154,0.8856
400,0.0149,0.889
450,0.0151,0.8826
500,0.0151,0.8784
550,0.0146,0.8912
600,0.0147,0.892
50,0.0148,0.8844
100,0.0144,0.8874
150,0.014,0.8986
200,0.0141,0.891
250,0.014,0.896
300,0.0142,0.8914
350,0.0142,0.8864
400,0.014,0.8912
450,0.0138,0.8966
500,0.0135,0.8986
550,0.0135,0.8938
600,0.0133,0.8998
50,0.0132,0.8996
100,0.0133,0.898
150,0.0133,0.8948
200,0.0131,0.8976
250,0.0128,0.9054
300,0.0128,0.9032
350,0.0128,0.9002
400,0.013,0.8928
450,0.0129,0.9032
500,0.0125,0.9026
550,0.0126,0.8966
600,0.0128,0.8922
50,0.012,0.9082
100,0.0123,0.9056
150,0.0123,0.9014
200,0.0125,0.8954
250,0.0125,0.8974
300,0.0123,0.899
350,0.0119,0.9066
400,0.0119,0.9078
450,0.0119,0.9038
500,0.0119,0.906
550,0.0119,0.9098
600,0.0116,0.9082
50,0.0116,0.9074
100,0.0117,0.9064
150,0.0115,0.9052
200,0.0115,0.9092
250,0.0113,0.909
300,0.0114,0.9096
350,0.0113,0.9124
400,0.0115,0.9096
450,0.0117,0.9014
500,0.0112,0.9134
550,0.0111,0.9106
600,0.0115,0.9022
50,0.011,0.9124
100,0.0112,0.9044
150,0.0107,0.9142
200,0.011,0.9118
250,0.0109,0.9134
300,0.0109,0.9096
350,0.011,0.9096
400,0.0108,0.914
450,0.0109,0.909
500,0.0107,0.9164
550,0.0108,0.9108
600,0.0109,0.9068
50,0.0104,0.915
100,0.0109,0.9074
150,0.0106,0.9106
200,0.0106,0.9154
250,0.0106,0.9118
300,0.0104,0.916
350,0.0104,0.9138
400,0.0102,0.919
450,0.0104,0.914
500,0.0105,0.9102
550,0.0104,0.916
600,0.0104,0.9102
50,0.0102,0.9168
100,0.0103,0.9124
150,0.0102,0.9164
200,0.0106,0.9138
250,0.0104,0.9136
300,0.0101,0.9172
350,0.0099,0.9186
400,0.0099,0.9184
450,0.0099,0.9198
500,0.0102,0.9096
550,0.01,0.9166
600,0.0098,0.9184
50,0.0101,0.9156
100,0.0098,0.919
150,0.0098,0.9198
200,0.0103,0.9112
250,0.0097,0.9162
300,0.0096,0.9208
350,0.0097,0.9202
400,0.0097,0.9214
450,0.0099,0.9194
500,0.0098,0.9132
550,0.0099,0.92
600,0.0097,0.9208
50,0.0098,0.9168
100,0.0098,0.9178
150,0.0099,0.9136
200,0.0094,0.9206
250,0.0095,0.9226
300,0.0093,0.9248
350,0.0094,0.9282
400,0.0095,0.9164
450,0.0099,0.9122
500,0.0094,0.924
550,0.0093,0.9256
600,0.0095,0.919
50,0.0091,0.9288
100,0.0095,0.9188
150,0.0093,0.9204
200,0.0095,0.918
250,0.0096,0.9176
300,0.0094,0.922
350,0.0091,0.922
400,0.0095,0.921
450,0.0091,0.9212
500,0.0096,0.9192
550,0.009,0.9268
600,0.0091,0.9256
50,0.0095,0.9142
100,0.009,0.9234
150,0.0093,0.9234
200,0.0093,0.9226
250,0.0091,0.9216
300,0.0087,0.926
350,0.0092,0.9262
400,0.0091,0.9234
450,0.009,0.927
500,0.0089,0.925
550,0.0091,0.9232
600,0.0092,0.9236
50,0.009,0.9252
100,0.009,0.9234
150,0.0091,0.9216
200,0.0092,0.9154
250,0.0087,0.927
300,0.0089,0.9236
350,0.0091,0.923
400,0.0086,0.934
450,0.0086,0.928
500,0.0087,0.9258
550,0.0092,0.9194
600,0.0087,0.9272
50,0.0089,0.924
100,0.0088,0.9214
150,0.0086,0.9294
200,0.0092,0.9178
250,0.0086,0.9292
300,0.0086,0.9252
350,0.009,0.9226
400,0.0088,0.9226
450,0.0087,0.9244
500,0.0084,0.9316
550,0.0084,0.931
600,0.0088,0.9266
50,0.0085,0.9254
100,0.0084,0.9286
150,0.0086,0.9252
200,0.0089,0.9226
250,0.0085,0.928
300,0.0088,0.9246
350,0.0084,0.934
400,0.0084,0.9296
450,0.0083,0.9284
500,0.0086,0.9258
550,0.0087,0.926
600,0.0087,0.9254
50,0.0084,0.925
100,0.0085,0.9316
150,0.008,0.9358
200,0.0084,0.9262
250,0.0083,0.9302
300,0.0086,0.9266
350,0.0087,0.9244
400,0.0083,0.9306
