type,middle_layers,learning_rate,weight_decay,momentum
Relu,500,0.02,0.0001,0.9
iter_counter,loss_list,acc_list
50,0.0514,0.1046
100,0.0484,0.1036
150,0.0483,0.0944
200,0.0475,0.1024
250,0.0466,0.1126
300,0.0465,0.0962
350,0.0457,0.1098
400,0.046,0.101
450,0.0458,0.105
500,0.0457,0.1074
550,0.0457,0.1066
600,0.0455,0.1148
50,0.0454,0.1226
100,0.0452,0.1248
150,0.0453,0.123
200,0.045,0.138
250,0.0448,0.1534
300,0.0447,0.1578
350,0.0444,0.1814
400,0.0442,0.2032
450,0.0438,0.2314
500,0.043,0.2786
550,0.042,0.2928
600,0.0409,0.3002
50,0.0402,0.3212
100,0.0393,0.3282
150,0.0383,0.3308
200,0.038,0.3442
250,0.0376,0.3538
300,0.0373,0.3608
350,0.037,0.3718
400,0.0362,0.4186
450,0.0357,0.4474
500,0.0351,0.4842
550,0.0346,0.5202
600,0.0342,0.5218
50,0.0336,0.5368
100,0.0336,0.5506
150,0.0332,0.5522
200,0.0325,0.5552
250,0.0322,0.5646
300,0.0322,0.5548
350,0.0315,0.589
400,0.0309,0.6
450,0.0303,0.6186
500,0.0303,0.608
550,0.03,0.6342
600,0.0296,0.651
50,0.0291,0.654
100,0.0287,0.674
150,0.0282,0.678
200,0.028,0.6824
250,0.0279,0.6916
300,0.0273,0.7112
350,0.0272,0.7014
400,0.0272,0.7128
450,0.0268,0.7214
500,0.0268,0.7282
550,0.0263,0.73
600,0.0264,0.722
50,0.0258,0.7332
100,0.0259,0.739
150,0.0253,0.7406
200,0.0253,0.7362
250,0.025,0.7424
300,0.0249,0.748
350,0.0245,0.7458
400,0.0245,0.7474
450,0.0241,0.7424
500,0.0243,0.7456
550,0.0237,0.7496
600,0.0237,0.7514
50,0.0232,0.7484
100,0.0231,0.7486
150,0.0233,0.7478
200,0.0227,0.76
250,0.0229,0.755
300,0.023,0.7504
350,0.0228,0.7452
400,0.0224,0.7556
450,0.0222,0.7546
500,0.0219,0.7532
550,0.022,0.7586
600,0.0219,0.7482
50,0.0218,0.7482
100,0.0219,0.7496
150,0.0215,0.7682
200,0.0208,0.7698
250,0.0211,0.768
300,0.0207,0.7748
350,0.0208,0.775
400,0.0206,0.776
450,0.0205,0.785
500,0.0201,0.792
550,0.0202,0.7994
600,0.02,0.8004
50,0.0195,0.819
100,0.02,0.8132
150,0.0196,0.8152
200,0.019,0.8238
250,0.0186,0.8352
300,0.0187,0.8344
350,0.0185,0.844
400,0.0186,0.8372
450,0.0183,0.837
500,0.0182,0.8476
550,0.0181,0.8528
600,0.0176,0.8576
50,0.0173,0.8598
100,0.0176,0.8594
150,0.017,0.8758
200,0.0172,0.8674
250,0.017,0.8712
300,0.0168,0.8718
350,0.0161,0.879
400,0.0166,0.8724
450,0.0161,0.8824
500,0.0163,0.878
550,0.0161,0.8776
600,0.0155,0.8902
50,0.0157,0.8746
100,0.0156,0.8876
150,0.0152,0.8888
200,0.0149,0.8958
250,0.0147,0.8962
300,0.0152,0.88
350,0.0147,0.894
400,0.0145,0.8896
450,0.0141,0.8932
500,0.0144,0.8872
550,0.0143,0.8872
600,0.0141,0.8872
50,0.0139,0.8836
100,0.0137,0.888
150,0.0141,0.89
200,0.0132,0.9002
250,0.0134,0.894
300,0.0135,0.892
350,0.0135,0.8912
400,0.0134,0.8864
450,0.0131,0.892
500,0.0126,0.9038
550,0.0132,0.8944
600,0.0131,0.8924
50,0.0128,0.8958
100,0.0127,0.8972
150,0.0126,0.8954
200,0.0126,0.897
250,0.0123,0.8982
300,0.0123,0.8994
350,0.013,0.8904
400,0.0117,0.9038
450,0.012,0.8994
500,0.0123,0.8942
550,0.0121,0.8928
600,0.0119,0.8986
50,0.0117,0.8984
100,0.012,0.8926
150,0.012,0.8952
200,0.0116,0.9032
250,0.0115,0.9008
300,0.0114,0.9004
350,0.0114,0.9052
400,0.0118,0.8902
450,0.0116,0.897
500,0.0112,0.9048
550,0.0115,0.903
600,0.0113,0.8992
50,0.0109,0.9098
100,0.0112,0.902
150,0.0112,0.9028
200,0.0115,0.8946
250,0.0108,0.9046
300,0.011,0.9028
350,0.0109,0.901
400,0.0107,0.912
450,0.0108,0.9034
500,0.011,0.8954
550,0.0109,0.9052
600,0.011,0.8958
50,0.0106,0.9006
100,0.0106,0.9102
150,0.0104,0.9074
200,0.0106,0.903
250,0.0103,0.9026
300,0.0107,0.9008
350,0.0106,0.8974
400,0.0105,0.9002
450,0.01,0.9068
500,0.0103,0.902
550,0.0102,0.9056
600,0.0104,0.9088
50,0.0103,0.9042
100,0.0101,0.9006
150,0.0104,0.897
200,0.0099,0.9136
250,0.0097,0.913
300,0.0101,0.901
350,0.01,0.9036
400,0.0099,0.905
450,0.0101,0.9012
500,0.0098,0.9078
550,0.0099,0.9052
600,0.0095,0.9098
50,0.0098,0.907
100,0.0098,0.9088
150,0.0095,0.9116
200,0.0101,0.901
250,0.0095,0.909
300,0.0096,0.9084
350,0.0098,0.9028
400,0.0095,0.904
450,0.0098,0.9026
500,0.0095,0.904
550,0.0094,0.9066
600,0.0093,0.9126
50,0.0095,0.9032
100,0.0093,0.9094
150,0.0092,0.9132
200,0.0091,0.9118
250,0.0098,0.8998
300,0.0091,0.9106
350,0.0095,0.9082
400,0.0092,0.9084
450,0.0093,0.9054
500,0.0093,0.9062
550,0.0092,0.9034
600,0.009,0.9118
50,0.0094,0.9012
100,0.0092,0.908
150,0.009,0.911
200,0.0087,0.9136
250,0.0092,0.9062
300,0.0089,0.9098
350,0.009,0.91
400,0.009,0.9112
450,0.0091,0.902
500,0.0091,0.906
550,0.0088,0.9076
600,0.0091,0.907
50,0.009,0.9086
100,0.009,0.9116
150,0.0089,0.9104
200,0.0089,0.9102
250,0.0088,0.9088
300,0.0089,0.9078
350,0.0087,0.9116
400,0.0087,0.9102
450,0.009,0.9058
500,0.0086,0.9108
550,0.0089,0.9086
600,0.0086,0.9124
50,0.0083,0.9178
100,0.0088,0.9094
150,0.0086,0.9136
200,0.0083,0.915
250,0.0089,0.9076
300,0.0085,0.9106
350,0.0087,0.9094
400,0.0091,0.9036
450,0.0088,0.9068
500,0.0089,0.9074
550,0.0083,0.9134
600,0.0085,0.9116
50,0.0083,0.9156
100,0.0084,0.9082
150,0.0086,0.9054
200,0.0082,0.9144
250,0.0087,0.907
300,0.0087,0.911
350,0.0084,0.916
400,0.0086,0.9068
450,0.0087,0.9092
500,0.0085,0.9088
550,0.0086,0.9094
600,0.0082,0.9204
50,0.0086,0.9092
100,0.0084,0.9154
150,0.0086,0.9096
200,0.0083,0.91
250,0.0082,0.915
300,0.0082,0.9132
350,0.0084,0.9092
400,0.0085,0.9046
450,0.0081,0.9156
500,0.0085,0.9094
550,0.008,0.9148
600,0.0083,0.9104
50,0.0081,0.9174
100,0.0083,0.916
150,0.0082,0.9126
200,0.0084,0.9088
250,0.008,0.9166
300,0.0083,0.913
350,0.0086,0.903
400,0.0083,0.9128
450,0.0081,0.9156
500,0.0082,0.9162
550,0.0081,0.913
600,0.0081,0.915
50,0.0083,0.911
100,0.0081,0.9176
