type,middle_layers,learning_rate,weight_decay,momentum
Relu,500,0.01,0.0001,0.9
iter_counter,loss_list,acc_list
50,0.0469,0.1108
100,0.047,0.1034
150,0.0473,0.103
200,0.0469,0.1
250,0.0468,0.1028
300,0.0468,0.099
350,0.0464,0.109
400,0.0463,0.112
450,0.0466,0.0998
500,0.0465,0.0984
550,0.0463,0.1108
600,0.0463,0.1048
50,0.0466,0.093
100,0.0458,0.1046
150,0.0458,0.1118
200,0.0458,0.1052
250,0.0456,0.1206
300,0.0457,0.1056
350,0.0457,0.1142
400,0.0454,0.1172
450,0.0453,0.1254
500,0.0456,0.1164
550,0.0453,0.1288
600,0.0449,0.148
50,0.0451,0.144
100,0.0449,0.1424
150,0.045,0.1428
200,0.0444,0.1962
250,0.0443,0.2046
300,0.0439,0.2312
350,0.0436,0.2332
400,0.0431,0.262
450,0.0426,0.285
500,0.0418,0.2944
550,0.0416,0.2902
600,0.0411,0.2926
50,0.0404,0.3104
100,0.0397,0.3254
150,0.0391,0.3536
200,0.0386,0.3548
250,0.0378,0.3724
300,0.0373,0.3904
350,0.0368,0.3928
400,0.0364,0.4128
450,0.0357,0.4466
500,0.0356,0.4644
550,0.0351,0.4906
600,0.0345,0.5096
50,0.0342,0.509
100,0.0346,0.5062
150,0.0341,0.5316
200,0.0341,0.5328
250,0.0341,0.5244
300,0.0338,0.5354
350,0.0333,0.5406
400,0.0334,0.537
450,0.0332,0.543
500,0.0329,0.5558
550,0.0327,0.5724
600,0.0321,0.5806
50,0.032,0.5888
100,0.0314,0.5968
150,0.0315,0.5948
200,0.031,0.6044
250,0.031,0.611
300,0.0306,0.6224
350,0.0305,0.6096
400,0.0301,0.633
450,0.0299,0.635
500,0.0298,0.6444
550,0.0297,0.659
600,0.029,0.6578
50,0.0292,0.6562
100,0.0292,0.6664
150,0.0288,0.6706
200,0.0288,0.663
250,0.0282,0.6822
300,0.0281,0.6844
350,0.0282,0.6902
400,0.0279,0.694
450,0.0274,0.707
500,0.0281,0.6898
550,0.0278,0.7024
600,0.0273,0.7104
50,0.027,0.7224
100,0.0272,0.7076
150,0.0271,0.7252
200,0.027,0.7172
250,0.0265,0.7212
300,0.0263,0.736
350,0.0268,0.7186
400,0.0262,0.7314
450,0.0262,0.7352
500,0.0263,0.7264
550,0.0258,0.7266
600,0.0256,0.7432
50,0.0255,0.739
100,0.0257,0.7318
150,0.0254,0.7324
200,0.0252,0.7458
250,0.025,0.7396
300,0.0248,0.75
350,0.0248,0.7398
400,0.0248,0.7446
450,0.0248,0.736
500,0.0248,0.746
550,0.0249,0.7402
600,0.0245,0.7472
50,0.0241,0.746
100,0.0241,0.7456
150,0.0241,0.7374
200,0.0239,0.7522
250,0.024,0.7456
300,0.0245,0.7462
350,0.0241,0.7418
